id;TitleEN;ShortdescriptionEN;City;Adres;Zipcode;Latitude;Longitude;Urls;Thumbnail;Tripadvisor ratting;user rating
60;Aviodrome;Head to Aviodrome Lelystad Airport for a high-flying day out! Delve into a century of aviation history at the impressive museum, explore a host of unique, original airplanes and get involved with an enormous programme of family fun.;LELYSTAD;Pelikaanweg 50;8218 PG;52.456438;5.527263;http://www.aviodrome.nl;https://media.iamsterdam.com/ndtrc/Images/bc/bc9ae864-e6dd-4ac1-b0b2-790961b96ae5/6ba7c78b-05ce-4672-a829-ebbae196f506.jpg;4.5;0
61;Bataviawerf Lelystad;Be transported back to the Golden Age at the Batavia Yard!;LELYSTAD;Oostvaardersdijk 1-9;8242 PA;52.523826;5.437938;http://www.bataviawerf.nl;https://media.iamsterdam.com/ndtrc/Images/20110217/2e979ec0-ea7f-499b-8a67-a3e5d46115fc.jpg;4.5;0
62;Nieuw Land Erfgoedcentrum (New Land Heritage Centre);Nieuw Land is a museum, archive and research centre in one, where visitors of all ages can explore the history of Flevoland. ;LELYSTAD;Oostvaardersdijk 113;8242 PA;52.502306;5.418986;http://www.nieuwlanderfgoed.nl/;https://media.iamsterdam.com/ndtrc/Images/20120625/6846bb92-5152-4741-a598-7f83207ca622.jpg;3.9;0
63;Castle Keukenhof;Take a detour from Amsterdam to visit the centuries-old Castle Keukenhof in Lisse. Located straight across from the world-famous Keukenhof Gardens, this castle boasts an impressive history with Golden Age roots.  ;LISSE;Keukenhof 1;2161 AN;52.26782;4.540211;http://www.kasteelkeukenhof.nl/;https://media.iamsterdam.com/ndtrc/Images/20141122/c0e19c7c-b68e-49de-acbe-ced410e1dda9.jpg;4.5;0
64;Keukenhof Gardens;Each spring, the Keukenhof Gardens in Lisse come alive with blooming flowers in every colour of the rainbow. Come tip-toe through the tulips at the world's largest flower gardens.  Keukenhof is open from 23 March 2017 up to 21 May 2017.;LISSE;Stationsweg 166a;2161 AM;52.268139;4.546043;http://www.keukenhof.nl;https://media.iamsterdam.com/ndtrc/Images/20110218/cb0c1bec-ccd3-46b4-8ce7-1cd455cbf62f.jpg;4.5;0
65;Museum 'De Zwarte Tulp';With the emphasis on tulips, the bulb cultivation and development of both the past and present, are vividly displayed in the museum.;LISSE;Heereweg 219;2161 BG;52.258881;4.553636;http://www.museumdezwartetulp.nl/;https://media.iamsterdam.com/ndtrc/Images/fe/fe7b7dba-c768-4713-8802-043f580d5dec/bdc01f62-6f32-4a98-be30-510bc023c58a.jpg;4;0
66;Amsterdam Castle Muiderslot;Located in Muiden to the east of Amsterdam, Amsterdam Castle Muiderslot?s legacy dates all the way back to 1280 when Count Floris V commissioned the construction of a stone fortress on the grounds. Part of the UNESCO-listed Defence Line of Amsterdam, the enchanting castle and gardens are a sure-fire hit with visitors of all ages.;MUIDEN;Herengracht 1;1398 AA;52.334366;5.071299;http://www.muiderslot.nl;https://media.iamsterdam.com/ndtrc/Images/20110429/82519bf2-e7d6-48ec-b056-c79a58ac4033.jpg;4.5;0
67;Muiden;The fortified town of Muiden sits near the IJmeer, just east of Amsterdam. It dates back to the 10th century and is now known for its peaceful streets, small caf̩s, historic landmarks and picturesque harbour. The town is a key link in the Defence Line of Amsterdam, a 135 km-long fortification that once protected the city from invaders. Pass through Muiden?s centuries-old walls and prepare for a stroll through one of the country?s oldest communities.;MUIDEN;Herengracht 1;1398 AB;52.334366;5.071299;http://www.vvvgooivecht.nl/over-gooi-en-vecht/muiden;https://media.iamsterdam.com/ndtrc/Images/cb/cb39999f-32ee-4532-9eb9-6ccf66ea6195/d24c5281-221b-42fc-b9c4-d1b719e622d4.jpg;4;0
68;Holland Casino Schiphol Airport;Holland Casino offers American Roulette, Black Jack and a wide range of gambling machines. Its situated at the Holland Boulevard, between gate E and F. The Holland Casino is open daily from 6.30 AM to 7.30 PM.;SCHIPHOL;Schiphol Airport;1118 AX;52.30879;4.761487;http://www.hollandcasino.nl;https://media.iamsterdam.com/ndtrc/Images/20121211/e25f3d78-d48a-466c-a585-48dd9db7060f.jpg;3.4;0
69;NEMO Science Museum at Schiphol Airport;If you're travelling with young ones, NEMO Science Museum shouldn't only be your first port of call in Amsterdam but also your last. NEMO has its own installation inside Amsterdam Airport Schiphol where young, enquiring minds and playful grownups can learn about the world of science and technology before flying.;SCHIPHOL;Achter de paspoortcontole, pier D;1118 AX;52.308913;4.760834;http://www.nemosciencemuseum.nl,http://www.facebook.com/NEMOsciencemuseum;https://media.iamsterdam.com/ndtrc/Images/e9/e957cdf6-efd3-4e22-aa3f-51db3b93c723/842419b6-3ef3-40cb-a856-f9b23acb7aff.jpg;4;0
70;Rijksmuseum Amsterdam at Schiphol Airport;Opened in December 2002, the Rijksmuseum at Schipol is the first ever museum in an airport, and the only auxiliary branch of the Rijksmuseum. You can visit the Rijksmusem at Schipol free of charge and the museum offers updated exhibits every few months. The museum is located between gates E and F, after the passport control area. It is open daily from 06:00 to 20:00.;SCHIPHOL;Achter de paspoortcontrole tussen de E- en de F-Pier;1118 CA;52.313026;4.772477;http://www.rijksmuseum.nl;https://media.iamsterdam.com/ndtrc/Images/20101207/8bad2fee-f82d-4efe-9cdc-ee572723d0c5.jpg;4.5;0
71;Country Estate Beeckestijn;The Beeckestijn gardens are an outdoor museum.;VELSEN-ZUID;Rijksweg 134;1981 LD;52.452848;4.652991;http://www.buitenplaatsbeeckestijn.nl;https://media.iamsterdam.com/ndtrc/Images/20110218/0a96ae95-a7ca-45c3-93b4-8ce9a19c3f18.jpg;4;0
72;Spaarnwoude recreational area;The Spaarnwoude recreational area is located between Amsterdam, Haarlem and Velsen. At Spaarnwoude, you can walk, bike or skate while enjoying the typical Dutch landscape. There?s plenty of space to play and relax, as well as tons of activities like paintball, a climbing wall, putting green, canoeing, swimming and move. The recreational area is host to several large events every summer.;VELSEN-ZUID;Genieweg 46;1981 LN;52.430829;4.683267;http://www.spaarnwoude.nl;https://media.iamsterdam.com/ndtrc/Images/20101207/15044b9d-b99c-482a-a19f-d12ca46e56d0.jpg;4.3;0
73;Zorgvrij Informatie Boerderij;This educational farm sits amidst the recreation terrain of Spaarnwoude, specialising in dairy and sheep farming across its nine hectares of land.;VELSEN-ZUID;Genieweg 50;1981 LN;52.429648;4.685163;http://www.recreatienoordholland.nl;https://media.iamsterdam.com/ndtrc/Images/20110218/18f62811-c767-4868-a708-dd96a4391072.jpg;4.3;0
74;Alida Hoeve cheese farm & De Vriendschap;The Alida Hoeve cheese farm and De Vriendschap wooden shoe factory are located in Volendam, just 20 minutes north of Amsterdam by road. The Alida Hoeve is a typical Noord-Holland farmhouse with a 'cheese cover' roof. Where cows once grazed, there now stands a shop with cheese for sale. Visitors are welcomed by staff wearing traditional Volendam costume and who offer a comprehensive explanation about the preparation of the cheese.;VOLENDAM;Zeddeweg  1;1131 CW;52.491384;5.057031;http://www.cheesefarms.com;https://media.iamsterdam.com/ndtrc/Images/5c/5c9cd138-00e1-4505-bc58-fe1334f51f9d/90205370-b7c9-4153-b130-4e48f2d98a7b.jpg;4.5;0
75;Cheese Factory Volendam;Volendam is a village of fishermen, music and cheese. The Cheese Factory is one of the newest attractions in the centre of Volendam. Despite the name, it's much more than a factory, it is an interactive experience that will introduce you to the wonders of Dutch cheese.;VOLENDAM;Haven 25;1131 EP;52.495109;5.077261;http://www.tours-tickets.com/;https://media.iamsterdam.com/ndtrc/Images/20121114/4094908e-9701-433c-90de-b97bdcdd9f00.jpg;4;0
76;Volendams Museum;The Volendams Museum, located in the town of Volendam, is definitely one of the Netherlands' most unconventional museums. Head here if you're looking for a glimpse at some of the more unique elements of Dutch life from the 1800s and beyond.;VOLENDAM;Zeestraat 41;1131 ZD;52.493173;5.074744;http://www.volendamsmuseum.nl/;https://media.iamsterdam.com/ndtrc/Images/20110217/3a1e9430-33f1-4902-abd2-4e6e417759ee.jpg;4;0
77;Catharina Hoeve cheese farm;The Catharina Hoeve is an authentic 17th-century cheese farm, situated at the Zaanse Schans, close to Amsterdam. The Zaanse Schans is a popular tourist attraction for good reason: its historical wooden houses, warehouses and fully-operating windmills offer a true taste of 'Old Holland'. Upon arrival at the Catharina Hoeve you can attend a cheese making demonstration, as well as tasting the various products and exploring the gift shop, where you'll find a wide variety of cow, sheep and goat products. Entrance and tasting is free. Demonstrations are available in multiple languages.;ZAANDAM;Zeilenmakerspad 5;1509 BZ;52.473296;4.818457;http://www.cheesefarms.com;https://media.iamsterdam.com/ndtrc/Images/3e/3ed5c8e2-2e83-4bdc-8fbb-8746226bdb0a/948344fd-a7d0-4e58-9ef7-ca352a5fe19b.jpg;4;0
78;Czar Peter House;The Czar Peter House is a humble dwelling that famously housed Peter the Great during his first eight days in the Netherlands. In the 17th century, the area around what is now known as Zaandam was a renowned shipbuilding district, and Peter had visited the region to learn about Dutch techniques. Fittingly, the old wooden house in which he slept was constructed from repurposed ship materials.;ZAANDAM;Krimp 23;1506 AA;52.437351;4.823555;http://www.zaansmuseum.nl/;https://media.iamsterdam.com/ndtrc/Images/20110217/cbc75a1d-871e-4c6d-a24e-bcaedaa05768.jpg;4.5;0
79;De Zaanse Schans Clog Workshop;Visit the wooden shoe workshop at the Zaanse Schans! See the clog makers at work in the workshop and learn about the history of wooden shoes in the museum - admission is free.;ZAANDAM;Kraaienest 4;1509 AZ;52.473047;4.819864;http://www.clogs.nl;https://media.iamsterdam.com/ndtrc/Images/20101109/7fb206cf-542d-45b0-9e4e-922a5bd8ffeb.jpg;4.6;0
